,track_genre
61556,j-idol
10235,breakbeat
80219,pop-film
27039,drum-and-bass
6371,black-metal
75290,new-age
19409,country
44425,grunge
78890,party
80104,pop-film
70376,mandopop
52540,honky-tonk
11599,british
1755,afrobeat
75762,new-age
65925,k-pop
103169,soul
32369,electronic
11605,british
33654,emo
40536,gospel
6855,black-metal
24167,detroit-techno
43728,groove
73563,minimal-techno
90192,rock-n-roll
111540,trip-hop
52693,honky-tonk
23929,deep-house
99418,singer-songwriter
110462,trance
54362,idm
56113,indie-pop
55047,indian
9863,brazil
6661,black-metal
90952,rock-n-roll
43572,groove
77541,pagode
26494,disney
28467,dub
104374,spanish
16750,classical
78594,party
79613,piano
105438,study
109470,techno
963,acoustic
48820,hardcore
16552,classical
6430,black-metal
14689,children
38704,garage
20487,dance
66513,kids
10985,breakbeat
96651,samba
82241,power-pop
24282,detroit-techno
38933,garage
51348,hip-hop
59632,iranian
9100,brazil
24038,detroit-techno
40615,gospel
6180,black-metal
50694,heavy-metal
5574,anime
92638,rockabilly
6593,black-metal
113704,world-music
9443,brazil
72896,metalcore
24515,detroit-techno
70572,mandopop
34952,folk
50442,heavy-metal
110794,trance
40909,gospel
104318,spanish
65228,k-pop
100657,ska
106257,swedish
107801,synth-pop
18645,comedy
36974,french
8517,blues
49352,hardstyle
6919,black-metal
28608,dub
82991,power-pop
38863,garage
112156,turkish
9811,brazil
75707,new-age
44920,grunge
110627,trance
5038,anime
61436,j-idol
23463,deep-house
24152,detroit-techno
6458,black-metal
87827,r-n-b
11908,british
98094,show-tunes
67810,latin
48427,hardcore
75056,new-age
7137,bluegrass
65803,k-pop
36396,french
76356,opera
74828,mpb
96986,samba
66427,kids
49806,hardstyle
63880,j-rock
69186,malay
44249,grunge
36491,french
14752,children
61779,j-idol
48571,hardcore
99603,singer-songwriter
32983,electronic
40877,gospel
35197,forro
22310,death-metal
21487,dancehall
105356,study
66062,kids
32898,electronic
105065,study
94728,sad
85971,punk-rock
9154,brazil
8758,blues
105820,study
36336,french
107605,synth-pop
94069,sad
52173,honky-tonk
41275,goth
73163,minimal-techno
40790,gospel
18373,comedy
72481,metalcore
43915,groove
13835,chicago-house
72898,metalcore
59037,iranian
107186,synth-pop
33635,emo
97662,sertanejo
87769,r-n-b
4179,ambient
43696,groove
97883,sertanejo
75190,new-age
10889,breakbeat
97338,sertanejo
5878,anime
28210,dub
83533,progressive-house
106849,swedish
55262,indian
66657,kids
92872,rockabilly
37419,funk
98784,show-tunes
49458,hardstyle
24581,detroit-techno
99086,singer-songwriter
41410,goth
48010,hardcore
94841,sad
67482,latin
34850,folk
53314,house
74611,mpb
65307,k-pop
32138,electronic
62393,j-pop
95348,salsa
113077,world-music
63873,j-rock
50715,heavy-metal
92628,rockabilly
94048,sad
110219,trance
33842,emo
83524,progressive-house
43520,groove
30872,edm
1936,afrobeat
91124,rock
27864,drum-and-bass
54543,idm
94660,sad
112223,turkish
68708,latino
80746,pop-film
19921,country
95369,salsa
97569,sertanejo
32986,electronic
51380,hip-hop
2685,alt-rock
37880,funk
69134,malay
106321,swedish
77591,pagode
69316,malay
69289,malay
37963,funk
33788,emo
34963,folk
14153,children
76379,opera
58495,industrial
80147,pop-film
73535,minimal-techno
50601,heavy-metal
10159,breakbeat
16531,classical
4336,ambient
77261,pagode
59461,iranian
88501,reggae
28622,dub
44467,grunge
38861,garage
9090,brazil
33822,emo
91530,rock
163,acoustic
24418,detroit-techno
45184,guitar
35913,forro
75269,new-age
35807,forro
7226,bluegrass
35465,forro
106407,swedish
76564,opera
50344,heavy-metal
46046,happy
38602,garage
2654,alt-rock
21556,dancehall
47499,hard-rock
9859,brazil
37661,funk
93722,romance
85996,punk-rock
94898,sad
69924,malay
74525,mpb
41567,goth
97627,sertanejo
47671,hard-rock
43211,groove
8717,blues
16704,classical
11179,british
82799,power-pop
43879,groove
69526,malay
9097,brazil
111854,trip-hop
98293,show-tunes
73761,minimal-techno
23746,deep-house
104129,spanish
26013,disney
70757,mandopop
104272,spanish
45871,guitar
34854,folk
5236,anime
73278,minimal-techno
110604,trance
17341,club
59478,iranian
67809,latin
97972,sertanejo
82801,power-pop
100949,ska
42371,grindcore
2994,alt-rock
40726,gospel
105669,study
30374,edm
79853,piano
26287,disney
27128,drum-and-bass
18204,comedy
14936,children
75330,new-age
41470,goth
4641,ambient
93786,romance
113478,world-music
87455,r-n-b
67094,latin
101304,sleep
56787,indie-pop
110482,trance
82097,power-pop
26739,disney
34043,folk
86811,punk
29946,dubstep
92913,rockabilly
78840,party
5714,anime
31584,electro
106508,swedish
37701,funk
105788,study
2317,alt-rock
48487,hardcore
4419,ambient
113933,world-music
95510,salsa
8804,blues
15309,chill
19188,country
95724,salsa
39316,german
35616,forro
2945,alt-rock
58765,industrial
43727,groove
54887,idm
70330,mandopop
93552,romance
33412,emo
111378,trip-hop
36668,french
48828,hardcore
97495,sertanejo
59253,iranian
87625,r-n-b
1006,afrobeat
93581,romance
23693,deep-house
28392,dub
76985,opera
71604,metal
48860,hardcore
40320,gospel
74681,mpb
61221,j-idol
101910,sleep
16682,classical
18782,comedy
66819,kids
41136,goth
101208,sleep
92944,rockabilly
77931,pagode
113802,world-music
14238,children
5944,anime
42016,grindcore
104558,spanish
54595,idm
112616,turkish
15886,chill
13696,chicago-house
25763,disco
10583,breakbeat
100613,ska
82511,power-pop
12594,cantopop
12432,cantopop
67800,latin
108269,tango
82937,power-pop
36887,french
38718,garage
36728,french
77281,pagode
58503,industrial
80390,pop-film
77108,pagode
52511,honky-tonk
100329,ska
58492,industrial
95842,salsa
42859,grindcore
23941,deep-house
39895,german
7894,bluegrass
105639,study
23363,deep-house
58059,industrial
22915,death-metal
24989,detroit-techno
108047,tango
13008,chicago-house
30520,edm
11476,british
11023,british
48381,hardcore
69502,malay
82618,power-pop
60351,j-dance
4410,ambient
81405,pop
21124,dancehall
61258,j-idol
15018,chill
101674,sleep
112824,turkish
24089,detroit-techno
44626,grunge
48934,hardcore
112434,turkish
70236,mandopop
107913,synth-pop
15806,chill
21927,dancehall
66134,kids
2966,alt-rock
44522,grunge
25886,disco
58104,industrial
41831,goth
35531,forro
18400,comedy
8545,blues
108599,tango
74012,mpb
79052,piano
41887,goth
28943,dub
1018,afrobeat
12914,cantopop
31120,electro
672,acoustic
8973,blues
54047,idm
99985,singer-songwriter
6574,black-metal
112638,turkish
69813,malay
18042,comedy
69256,malay
40661,gospel
22483,death-metal
50161,heavy-metal
6702,black-metal
81461,pop
79388,piano
93941,romance
15994,chill
1194,afrobeat
43276,groove
46471,happy
16171,classical
74995,mpb
19569,country
58795,industrial
273,acoustic
15468,chill
15731,chill
16373,classical
93092,romance
34922,folk
100669,ska
97429,sertanejo
6124,black-metal
45721,guitar
84439,psych-rock
87665,r-n-b
31062,electro
113168,world-music
26712,disney
48601,hardcore
18843,comedy
47412,hard-rock
2943,alt-rock
99732,singer-songwriter
18437,comedy
95267,salsa
22568,death-metal
50104,heavy-metal
85483,punk-rock
23790,deep-house
27776,drum-and-bass
14969,children
9153,brazil
26625,disney
72764,metalcore
68612,latino
62864,j-pop
2297,alt-rock
97600,sertanejo
43834,groove
54776,idm
42556,grindcore
96969,samba
48716,hardcore
93859,romance
98807,show-tunes
108636,tango
63890,j-rock
98251,show-tunes
47493,hard-rock
8719,blues
108344,tango
72187,metalcore
85513,punk-rock
27428,drum-and-bass
693,acoustic
97839,sertanejo
61827,j-idol
36893,french
7526,bluegrass
107331,synth-pop
112722,turkish
7024,bluegrass
65086,k-pop
56889,indie-pop
16418,classical
4837,ambient
4369,ambient
70219,mandopop
7038,bluegrass
40897,gospel
2134,alt-rock
111848,trip-hop
69163,malay
27233,drum-and-bass
50948,heavy-metal
42684,grindcore
669,acoustic
64556,jazz
19221,country
25263,disco
98169,show-tunes
45708,guitar
44807,grunge
93052,romance
552,acoustic
41007,goth
49422,hardstyle
70574,mandopop
5821,anime
29949,dubstep
32257,electronic
9840,brazil
21600,dancehall
61682,j-idol
44286,grunge
42295,grindcore
1246,afrobeat
55065,indian
104631,spanish
22585,death-metal
62330,j-pop
51330,hip-hop
99425,singer-songwriter
12103,cantopop
105957,study
71355,metal
1400,afrobeat
26233,disney
61066,j-idol
38379,garage
93861,romance
36992,french
54812,idm
83776,progressive-house
4143,ambient
5281,anime
54398,idm
23349,deep-house
108219,tango
14725,children
109571,techno
75360,new-age
108533,tango
40463,gospel
11107,british
113474,world-music
69151,malay
34815,folk
54248,idm
113579,world-music
103966,soul
26464,disney
77685,pagode
73545,minimal-techno
101471,sleep
36981,french
85546,punk-rock
12535,cantopop
27058,drum-and-bass
14124,children
58297,industrial
4002,ambient
28291,dub
19066,country
51096,hip-hop
853,acoustic
16437,classical
12319,cantopop
72456,metalcore
111581,trip-hop
101190,sleep
76800,opera
93573,romance
93410,romance
6372,black-metal
82797,power-pop
106762,swedish
25547,disco
111305,trip-hop
40758,gospel
10824,breakbeat
5422,anime
9463,brazil
99768,singer-songwriter
42277,grindcore
933,acoustic
28928,dub
21881,dancehall
4370,ambient
29879,dubstep
75534,new-age
90874,rock-n-roll
95853,salsa
4566,ambient
75864,new-age
22802,death-metal
10321,breakbeat
36257,french
28757,dub
66227,kids
58215,industrial
16148,classical
57415,indie
73605,minimal-techno
73464,minimal-techno
36104,french
21100,dancehall
33429,emo
75455,new-age
77766,pagode
15212,chill
18617,comedy
6511,black-metal
77342,pagode
5398,anime
6622,black-metal
61958,j-idol
54741,idm
68711,latino
108309,tango
44754,grunge
30603,edm
32552,electronic
112985,turkish
47891,hard-rock
49288,hardstyle
47782,hard-rock
103811,soul
14907,children
87277,r-n-b
27827,drum-and-bass
80606,pop-film
13431,chicago-house
37799,funk
55297,indian
19551,country
27917,drum-and-bass
14477,children
77412,pagode
4851,ambient
61498,j-idol
55080,indian
106779,swedish
101484,sleep
10496,breakbeat
65892,k-pop
106295,swedish
50544,heavy-metal
3055,alternative
80569,pop-film
101568,sleep
24495,detroit-techno
76165,opera
33469,emo
5022,anime
63938,j-rock
95926,salsa
80450,pop-film
51715,hip-hop
9922,brazil
83268,progressive-house
69441,malay
7561,bluegrass
12303,cantopop
18355,comedy
13187,chicago-house
43743,groove
12778,cantopop
70681,mandopop
72233,metalcore
7877,bluegrass
103350,soul
54144,idm
27507,drum-and-bass
113346,world-music
27118,drum-and-bass
47531,hard-rock
6957,black-metal
20764,dance
109583,techno
112709,turkish
78782,party
106334,swedish
11305,british
21626,dancehall
12485,cantopop
32269,electronic
66001,kids
55976,indian
90780,rock-n-roll
2842,alt-rock
25993,disco
99052,singer-songwriter
23492,deep-house
58717,industrial
44618,grunge
112167,turkish
25687,disco
28661,dub
19934,country
11537,british
101349,sleep
10656,breakbeat
24041,detroit-techno
77728,pagode
32905,electronic
18501,comedy
108559,tango
43673,groove
113724,world-music
55260,indian
74585,mpb
32866,electronic
15187,chill
73662,minimal-techno
75810,new-age
82614,power-pop
12440,cantopop
69673,malay
16266,classical
2871,alt-rock
2872,alt-rock
10089,breakbeat
25641,disco
105869,study
34686,folk
25416,disco
80927,pop-film
108004,tango
73586,minimal-techno
36650,french
24917,detroit-techno
100818,ska
35049,forro
82235,power-pop
46002,happy
25043,disco
18830,comedy
47691,hard-rock
36756,french
58966,industrial
13927,chicago-house
36786,french
33716,emo
74765,mpb
19962,country
23283,deep-house
11523,british
113591,world-music
42232,grindcore
41591,goth
59651,iranian
10418,breakbeat
65137,k-pop
17240,club
62958,j-pop
12415,cantopop
90879,rock-n-roll
44757,grunge
75735,new-age
47902,hard-rock
108799,tango
6667,black-metal
58351,industrial
45883,guitar
54889,idm
107307,synth-pop
29922,dubstep
36157,french
46016,happy
80618,pop-film
72513,metalcore
70609,mandopop
66691,kids
12217,cantopop
51906,hip-hop
103640,soul
8101,blues
7695,bluegrass
33897,emo
14626,children
43470,groove
103909,soul
10076,breakbeat
16619,classical
63569,j-rock
96468,samba
83657,progressive-house
47883,hard-rock
28782,dub
69272,malay
75653,new-age
16235,classical
78348,party
107832,synth-pop
41337,goth
100476,ska
23958,deep-house
16867,classical
66099,kids
22196,death-metal
53471,house
73221,minimal-techno
47623,hard-rock
101623,sleep
28302,dub
112645,turkish
84535,psych-rock
2079,alt-rock
46468,happy
35081,forro
25839,disco
42418,grindcore
93094,romance
90906,rock-n-roll
54199,idm
55962,indian
54017,idm
78922,party
113890,world-music
49228,hardstyle
38845,garage
76574,opera
7023,bluegrass
12730,cantopop
81086,pop
48452,hardcore
79988,piano
45964,guitar
10495,breakbeat
6710,black-metal
48060,hardcore
100741,ska
17550,club
6151,black-metal
73174,minimal-techno
4713,ambient
7261,bluegrass
83919,progressive-house
79433,piano
51469,hip-hop
8287,blues
111318,trip-hop
84150,psych-rock
33697,emo
70802,mandopop
55129,indian
97137,sertanejo
33520,emo
76425,opera
60920,j-dance
3588,alternative
91708,rock
16489,classical
79907,piano
22468,death-metal
100160,ska
11324,british
56557,indie-pop
27098,drum-and-bass
96531,samba
2355,alt-rock
96955,samba
11039,british
104969,spanish
98830,show-tunes
98286,show-tunes
47010,hard-rock
43447,groove
40354,gospel
94287,sad
16803,classical
92691,rockabilly
101014,sleep
52605,honky-tonk
1576,afrobeat
58381,industrial
11776,british
104692,spanish
77243,pagode
69298,malay
18149,comedy
23925,deep-house
41493,goth
16378,classical
105078,study
56637,indie-pop
27703,drum-and-bass
44759,grunge
46627,happy
75156,new-age
24689,detroit-techno
22359,death-metal
52007,honky-tonk
46395,happy
73667,minimal-techno
4659,ambient
51005,hip-hop
43640,groove
110876,trance
108332,tango
112496,turkish
77387,pagode
54777,idm
16739,classical
62951,j-pop
80083,pop-film
67458,latin
73556,minimal-techno
70020,mandopop
45404,guitar
69270,malay
49125,hardstyle
34250,folk
60604,j-dance
5280,anime
4768,ambient
13144,chicago-house
51039,hip-hop
15784,chill
74497,mpb
111761,trip-hop
94891,sad
64564,jazz
1754,afrobeat
25520,disco
96936,samba
70949,mandopop
76100,opera
38458,garage
85696,punk-rock
95059,salsa
45704,guitar
36684,french
98619,show-tunes
12567,cantopop
56207,indie-pop
25786,disco
62780,j-pop
111885,trip-hop
101880,sleep
99610,singer-songwriter
36204,french
6745,black-metal
72645,metalcore
37465,funk
14573,children
82787,power-pop
83296,progressive-house
14460,children
107777,synth-pop
19674,country
16632,classical
58590,industrial
59286,iranian
113530,world-music
24452,detroit-techno
47761,hard-rock
80272,pop-film
54736,idm
48055,hardcore
61302,j-idol
36217,french
93612,romance
85767,punk-rock
56893,indie-pop
39548,german
37964,funk
54563,idm
44586,grunge
12656,cantopop
33483,emo
30772,edm
106007,swedish
8568,blues
18276,comedy
22273,death-metal
27063,drum-and-bass
9862,brazil
112583,turkish
46021,happy
75135,new-age
32375,electronic
14257,children
15294,chill
64476,jazz
46287,happy
13004,chicago-house
101757,sleep
25364,disco
46441,happy
49318,hardstyle
111551,trip-hop
62930,j-pop
98096,show-tunes
65874,k-pop
15568,chill
27909,drum-and-bass
99619,singer-songwriter
75025,new-age
25183,disco
92,acoustic
81170,pop
10409,breakbeat
77853,pagode
7505,bluegrass
112743,turkish
98157,show-tunes
96916,samba
107336,synth-pop
17024,club
73321,minimal-techno
110894,trance
110615,trance
113169,world-music
62667,j-pop
19930,country
23005,deep-house
19312,country
20259,dance
1249,afrobeat
23503,deep-house
2950,alt-rock
48779,hardcore
80855,pop-film
27370,drum-and-bass
58578,industrial
33915,emo
90552,rock-n-roll
110852,trance
19158,country
111475,trip-hop
101901,sleep
72507,metalcore
68864,latino
4182,ambient
73413,minimal-techno
10404,breakbeat
17701,club
9981,brazil
35326,forro
90475,rock-n-roll
12822,cantopop
22234,death-metal
8467,blues
41468,goth
68681,latino
97063,sertanejo
18436,comedy
21384,dancehall
101436,sleep
110054,trance
11239,british
27385,drum-and-bass
13424,chicago-house
69325,malay
54694,idm
107750,synth-pop
52647,honky-tonk
5801,anime
10375,breakbeat
77915,pagode
103400,soul
105808,study
21883,dancehall
15549,chill
33694,emo
38415,garage
101413,sleep
61686,j-idol
92439,rockabilly
74563,mpb
36108,french
58760,industrial
97891,sertanejo
95335,salsa
6695,black-metal
110585,trance
80077,pop-film
54161,idm
78909,party
8508,blues
105305,study
1364,afrobeat
68880,latino
38557,garage
15888,chill
7618,bluegrass
8528,blues
5716,anime
32941,electronic
100975,ska
110094,trance
60486,j-dance
111749,trip-hop
97299,sertanejo
40436,gospel
54096,idm
48158,hardcore
95659,salsa
44323,grunge
39799,german
46149,happy
31600,electro
6697,black-metal
27141,drum-and-bass
6670,black-metal
27157,drum-and-bass
13311,chicago-house
50585,heavy-metal
71998,metal
100408,ska
27663,drum-and-bass
32293,electronic
38167,garage
100178,ska
21169,dancehall
93582,romance
111927,trip-hop
90354,rock-n-roll
34763,folk
72202,metalcore
13891,chicago-house
22448,death-metal
3405,alternative
46342,happy
5553,anime
16207,classical
110925,trance
24481,detroit-techno
93140,romance
42587,grindcore
38895,garage
1379,afrobeat
35736,forro
76947,opera
56434,indie-pop
79400,piano
66587,kids
105856,study
30944,edm
92387,rockabilly
37211,funk
71745,metal
23391,deep-house
92933,rockabilly
52539,honky-tonk
61881,j-idol
42509,grindcore
14246,children
65830,k-pop
112778,turkish
49079,hardstyle
33374,emo
99818,singer-songwriter
42150,grindcore
48434,hardcore
65209,k-pop
21289,dancehall
79113,piano
46585,happy
39948,german
65094,k-pop
42074,grindcore
5581,anime
5908,anime
46506,happy
55496,indian
4144,ambient
31588,electro
36603,french
9913,brazil
104232,spanish
66120,kids
4423,ambient
61986,j-idol
97563,sertanejo
9974,brazil
100615,ska
80312,pop-film
70628,mandopop
58502,industrial
20822,dance
70595,mandopop
5232,anime
73652,minimal-techno
50882,heavy-metal
